,neg,neu,pos,compound,year
0,0.016047377326565145,0.9454517766497462,0.030604060913705582,0.10189075014100395,1990-01-01
1,0.03078789420142421,0.8931948118006104,0.07119048830111901,0.13451513224821973,1992-01-01
2,0.030849079025549613,0.9095163398692812,0.059629827688651216,0.08695246583481878,1995-01-01
3,0.03761941854086671,0.9048088864509052,0.057462095447065285,0.061092243554580365,2001-01-01
4,0.030034695817490492,0.9124681558935361,0.05749429657794676,0.09341473384030419,2007-01-01
5,0.042464779005524866,0.8921854281767957,0.06464468232044199,0.07860013812154697,2014-01-01
6,0.022295652173913043,0.9101395652173913,0.06756,0.19228265217391302,2021-01-01
